invoice_id,unit_price,quantity,tax_5,total,cogs,gross_margin_percentage,gross_income,rating,branch_id,customer_id,gender_id,product_line_id,payment_id,date_id,id
729-09-9681,25.91,6,7.773,163.233,155.46,4.761904762,7.773,8.7,1,1,2,3,1,36,258
151-16-1484,32.25,4,6.45,135.45,129.0,4.761904762,6.45,6.5,1,1,2,2,1,44,259
380-94-4661,65.94,4,13.188,276.948,263.76,4.761904762,13.188,6.9,2,1,2,2,3,38,260
850-41-9669,75.06,9,33.777,709.317,675.54,4.761904762,33.777,6.2,1,2,1,2,1,78,261
821-07-3596,16.45,4,3.29,69.09,65.8,4.761904762,3.29,5.6,2,2,1,6,1,66,262
655-85-5130,38.3,4,7.66,160.86,153.2,4.761904762,7.66,5.7,3,1,1,6,2,72,263
447-15-7839,22.24,10,11.12,233.52,222.4,4.761904762,11.12,4.2,1,1,1,4,2,40,264
154-74-7179,54.45,1,2.7225,57.1725,54.45,4.761904762,2.7225,7.9,3,2,2,4,1,57,265
253-12-6086,98.4,7,34.44,723.24,688.8,4.761904762,34.44,8.7,1,1,1,4,3,71,266
808-65-0703,35.47,4,7.094,148.974,141.88,4.761904762,7.094,6.9,2,2,2,3,3,73,267
571-94-0759,74.6,10,37.3,783.3,746.0,4.761904762,37.3,9.5,3,1,1,5,2,8,268
144-51-6085,70.74,4,14.148,297.108,282.96,4.761904762,14.148,4.4,1,1,2,3,3,5,269
731-14-2199,35.54,10,17.77,373.17,355.4,4.761904762,17.77,7.0,1,1,1,3,1,4,270
783-09-1637,67.43,5,16.8575,354.0075,337.15,4.761904762,16.8575,6.3,3,2,1,4,1,65,271
687-15-1097,21.12,2,2.112,44.352,42.24,4.761904762,2.112,9.7,2,1,1,1,2,3,272
126-54-1082,21.54,9,9.693,203.553,193.86,4.761904762,9.693,8.8,1,1,1,3,3,7,273
633-91-1052,12.03,2,1.203,25.263,24.06,4.761904762,1.203,5.1,1,2,1,3,2,27,274
477-24-6490,99.71,6,29.913,628.173,598.26,4.761904762,29.913,7.9,3,2,1,1,1,57,275
566-19-5475,47.97,7,16.7895,352.5795,335.79,4.761904762,16.7895,6.2,3,2,2,6,2,7,276
526-86-8552,21.82,10,10.91,229.11,218.2,4.761904762,10.91,7.1,2,1,1,3,2,7,277
376-56-3573,95.42,4,19.084,400.764,381.68,4.761904762,19.084,6.4,2,2,1,6,1,33,278
537-72-0426,70.99,10,35.495,745.395,709.9,4.761904762,35.495,5.7,2,1,2,6,2,79,279
828-61-5674,44.02,10,22.01,462.21,440.2,4.761904762,22.01,9.6,1,1,2,4,3,79,280
136-08-6195,69.96,8,27.984,587.664,559.68,4.761904762,27.984,6.4,1,2,1,3,3,46,281
523-38-0215,37.0,1,1.85,38.85,37.0,4.761904762,1.85,7.9,2,2,2,3,3,65,282
490-29-1201,15.34,1,0.767,16.107,15.34,4.761904762,0.767,6.5,1,2,1,4,2,6,283
667-92-0055,99.83,6,29.949,628.929,598.98,4.761904762,29.949,8.5,1,1,2,1,1,63,284
565-17-3836,47.67,4,9.534,200.214,190.68,4.761904762,9.534,9.1,1,1,1,1,2,71,285
498-41-1961,66.68,5,16.67,350.07,333.4,4.761904762,16.67,7.6,3,2,2,1,2,51,286
593-95-4461,74.86,1,3.743,78.603,74.86,4.761904762,3.743,6.9,2,1,2,3,2,83,287
226-71-3580,23.75,9,10.6875,224.4375,213.75,4.761904762,10.6875,9.5,2,2,1,4,2,31,288
283-79-9594,48.51,7,16.9785,356.5485,339.57,4.761904762,16.9785,5.2,3,2,1,5,3,25,289
430-60-3493,94.88,7,33.208,697.368,664.16,4.761904762,33.208,4.2,1,1,1,3,2,34,290
139-20-0155,40.3,10,20.15,423.15,403.0,4.761904762,20.15,7.0,3,1,2,2,3,24,291
558-80-4082,27.85,7,9.7475,204.6975,194.95,4.761904762,9.7475,6.0,2,2,2,2,1,73,292
278-97-7759,62.48,1,3.124,65.604,62.48,4.761904762,3.124,4.7,1,1,1,2,2,49,293
316-68-6352,36.36,2,3.636,76.356,72.72,4.761904762,3.636,7.1,1,1,1,5,2,21,294
585-03-5943,18.11,10,9.055,190.155,181.1,4.761904762,9.055,5.9,3,2,2,1,1,72,295
211-05-0490,51.92,5,12.98,272.58,259.6,4.761904762,12.98,7.5,2,1,1,2,2,62,296
727-75-6477,28.84,4,5.768,121.128,115.36,4.761904762,5.768,6.4,2,2,2,2,2,88,297
744-02-5987,78.38,6,23.514,493.794,470.28,4.761904762,23.514,5.8,1,1,2,3,1,10,298
307-83-9164,60.01,4,12.002,252.042,240.04,4.761904762,12.002,4.5,1,1,2,3,2,25,299
779-06-0012,88.61,1,4.4305,93.0405,88.61,4.761904762,4.4305,7.7,2,1,1,3,2,19,300
446-47-6729,99.82,2,9.982,209.622,199.64,4.761904762,9.982,6.7,2,2,2,6,3,2,301
573-10-3877,39.01,1,1.9505,40.9605,39.01,4.761904762,1.9505,4.7,3,1,2,1,3,71,302
735-06-4124,48.61,1,2.4305,51.0405,48.61,4.761904762,2.4305,4.4,2,2,2,5,2,56,303
439-54-7422,51.19,4,10.238,214.998,204.76,4.761904762,10.238,4.7,1,2,1,2,3,77,304
396-90-2219,14.96,8,5.984,125.664,119.68,4.761904762,5.984,8.6,3,2,1,2,2,54,305
411-77-0180,72.2,7,25.27,530.67,505.4,4.761904762,25.27,4.3,1,1,2,2,1,85,306
286-01-5402,40.23,7,14.0805,295.6905,281.61,4.761904762,14.0805,9.6,1,2,1,4,2,89,307
803-17-8013,88.79,8,35.516,745.836,710.32,4.761904762,35.516,4.1,1,1,1,3,2,48,308
512-98-1403,26.48,3,3.972,83.412,79.44,4.761904762,3.972,4.7,1,1,1,2,1,80,309
848-42-2560,81.91,2,8.191,172.011,163.82,4.761904762,8.191,7.8,1,2,1,6,2,64,310
532-59-7201,79.93,6,23.979,503.559,479.58,4.761904762,23.979,5.5,3,1,2,4,2,31,311
181-94-6432,69.33,2,6.933,145.593,138.66,4.761904762,6.933,9.7,2,1,2,6,1,36,312
870-76-1733,14.23,5,3.5575,74.7075,71.15,4.761904762,3.5575,4.4,1,1,1,5,3,32,313
423-64-4619,15.55,9,6.9975,146.9475,139.95,4.761904762,6.9975,5.0,1,1,1,1,2,66,314
227-07-4446,78.13,10,39.065,820.365,781.3,4.761904762,39.065,4.4,2,1,1,2,2,41,315
174-36-3675,99.37,2,9.937,208.677,198.74,4.761904762,9.937,5.2,2,1,2,5,2,45,316
428-83-5800,21.08,3,3.162,66.402,63.24,4.761904762,3.162,7.3,2,1,1,5,2,40,317
603-07-0961,74.79,5,18.6975,392.6475,373.95,4.761904762,18.6975,4.9,2,1,2,2,2,10,318
704-20-4138,29.67,7,10.3845,218.0745,207.69,4.761904762,10.3845,8.1,2,1,1,1,3,70,319
787-15-1757,44.07,4,8.814,185.094,176.28,4.761904762,8.814,8.4,2,1,2,1,1,49,320
649-11-3678,22.93,9,10.3185,216.6885,206.37,4.761904762,10.3185,5.5,2,2,1,5,2,57,321
622-20-1945,39.42,1,1.971,41.391,39.42,4.761904762,1.971,8.4,2,2,1,1,2,18,322
372-94-8041,15.26,6,4.578,96.138,91.56,4.761904762,4.578,9.8,1,2,2,1,1,46,323
563-91-7120,61.77,5,15.4425,324.2925,308.85,4.761904762,15.4425,6.7,1,2,1,6,2,67,324
746-54-5508,21.52,6,6.456,135.576,129.12,4.761904762,6.456,9.4,1,2,2,3,3,17,325
276-54-0879,97.74,4,19.548,410.508,390.96,4.761904762,19.548,6.4,3,2,2,4,1,71,326
815-11-1168,99.78,5,24.945,523.845,498.9,4.761904762,24.945,5.4,1,1,2,5,2,68,327
719-76-3868,94.26,4,18.852,395.892,377.04,4.761904762,18.852,8.6,2,1,2,5,2,71,328
730-61-8757,51.13,4,10.226,214.746,204.52,4.761904762,10.226,4.0,3,1,2,1,3,25,329
340-66-0321,36.36,4,7.272,152.712,145.44,4.761904762,7.272,7.6,1,1,2,2,2,84,330
868-81-1752,22.02,9,9.909,208.089,198.18,4.761904762,9.909,6.8,3,2,2,3,2,38,331
634-97-8956,32.9,3,4.935,103.635,98.7,4.761904762,4.935,9.1,1,2,2,5,3,48,332
566-71-1091,77.02,5,19.255,404.355,385.1,4.761904762,19.255,5.5,1,2,2,6,2,34,333
442-48-3607,23.48,2,2.348,49.308,46.96,4.761904762,2.348,7.9,1,1,2,5,3,73,334
835-16-0096,14.7,5,3.675,77.175,73.5,4.761904762,3.675,8.5,2,1,2,4,1,83,335
527-09-6272,28.45,5,7.1125,149.3625,142.25,4.761904762,7.1125,9.1,1,1,1,2,3,80,336
898-04-2717,76.4,9,34.38,721.98,687.6,4.761904762,34.38,7.5,1,2,2,6,1,78,337
692-27-8933,57.95,6,17.385,365.085,347.7,4.761904762,17.385,5.2,3,2,1,4,2,55,338
633-09-3463,47.65,3,7.1475,150.0975,142.95,4.761904762,7.1475,9.5,2,2,1,2,3,87,339
374-17-3652,42.82,9,19.269,404.649,385.38,4.761904762,19.269,8.9,3,1,1,5,3,36,340
378-07-7001,48.09,3,7.2135,151.4835,144.27,4.761904762,7.2135,7.8,3,1,2,2,3,41,341
433-75-6987,55.97,7,19.5895,411.3795,391.79,4.761904762,19.5895,8.9,3,1,1,1,1,64,342
873-95-4984,76.9,7,26.915,565.215,538.3,4.761904762,26.915,7.7,3,1,1,1,2,46,343
416-13-5917,97.03,5,24.2575,509.4075,485.15,4.761904762,24.2575,9.3,2,2,1,5,1,30,344
150-89-8043,44.65,3,6.6975,140.6475,133.95,4.761904762,6.6975,6.2,1,2,2,4,2,45,345
135-84-8019,77.93,9,35.0685,736.4385,701.37,4.761904762,35.0685,7.6,1,2,1,6,1,58,346
441-94-7118,71.95,1,3.5975,75.5475,71.95,4.761904762,3.5975,7.3,1,1,2,2,2,35,347
725-96-3778,89.25,8,35.7,749.7,714.0,4.761904762,35.7,4.7,2,1,1,3,2,20,348
531-80-1784,26.02,7,9.107,191.247,182.14,4.761904762,9.107,5.1,1,2,2,2,2,87,349
400-45-1220,13.5,10,6.75,141.75,135.0,4.761904762,6.75,4.8,3,2,1,1,3,58,350
860-79-0874,99.3,10,49.65,1042.65,993.0,4.761904762,49.65,6.6,2,1,1,6,3,46,351
834-61-8124,51.69,7,18.0915,379.9215,361.83,4.761904762,18.0915,5.5,1,2,2,2,2,26,352
115-99-4379,54.73,7,19.1555,402.2655,383.11,4.761904762,19.1555,8.5,3,1,1,6,3,73,353
565-67-6697,27.0,9,12.15,255.15,243.0,4.761904762,12.15,4.8,3,1,2,3,2,61,354
320-49-6392,30.24,1,1.512,31.752,30.24,4.761904762,1.512,8.4,2,2,1,2,2,63,355
889-04-9723,89.14,4,17.828,374.388,356.56,4.761904762,17.828,7.8,3,1,1,5,3,7,356
632-90-0281,37.55,10,18.775,394.275,375.5,4.761904762,18.775,9.3,2,2,1,6,3,67,357
554-42-2417,95.44,10,47.72,1002.12,954.4,4.761904762,47.72,5.2,2,2,1,4,2,9,358
453-63-6187,27.5,3,4.125,86.625,82.5,4.761904762,4.125,6.5,3,2,2,2,1,60,359
578-80-7669,74.97,1,3.7485,78.7185,74.97,4.761904762,3.7485,5.6,3,2,2,4,2,75,360
612-36-5536,80.96,8,32.384,680.064,647.68,4.761904762,32.384,7.4,1,1,2,5,3,48,361
605-72-4132,94.47,8,37.788,793.548,755.76,4.761904762,37.788,9.1,2,2,1,5,2,58,362
471-41-2823,99.79,2,9.979,209.559,199.58,4.761904762,9.979,8.0,2,2,2,5,1,66,363
462-67-9126,73.22,6,21.966,461.286,439.32,4.761904762,21.966,7.2,1,2,2,3,2,21,364
272-27-9238,41.24,4,8.248,173.208,164.96,4.761904762,8.248,7.1,2,2,1,5,2,50,365
834-25-9262,81.68,4,16.336,343.056,326.72,4.761904762,16.336,9.1,2,2,1,6,2,6,366
122-61-9553,51.32,9,23.094,484.974,461.88,4.761904762,23.094,5.6,2,2,1,2,2,73,367
468-88-0009,65.94,4,13.188,276.948,263.76,4.761904762,13.188,6.0,1,1,2,3,2,83,368
613-59-9758,14.36,10,7.18,150.78,143.6,4.761904762,7.18,5.4,2,2,1,4,2,27,369
254-31-0042,21.5,9,9.675,203.175,193.5,4.761904762,9.675,7.8,1,1,2,2,3,65,370
201-86-2184,26.26,7,9.191,193.011,183.82,4.761904762,9.191,9.9,3,1,1,2,2,33,371
261-12-8671,60.96,2,6.096,128.016,121.92,4.761904762,6.096,4.9,3,2,1,6,3,25,372
730-70-9830,70.11,6,21.033,441.693,420.66,4.761904762,21.033,5.2,2,2,1,3,1,73,373
382-25-8917,42.08,6,12.624,265.104,252.48,4.761904762,12.624,8.9,2,2,2,6,2,29,374
422-29-8786,67.09,5,16.7725,352.2225,335.45,4.761904762,16.7725,9.1,1,2,1,3,3,3,375
667-23-5919,96.7,5,24.175,507.675,483.5,4.761904762,24.175,7.0,1,1,1,6,1,14,376
843-01-4703,35.38,9,15.921,334.341,318.42,4.761904762,15.921,9.6,3,1,1,3,3,5,377
743-88-1662,95.49,7,33.4215,701.8515,668.43,4.761904762,33.4215,8.7,2,2,2,4,1,53,378
595-86-2894,96.98,4,19.396,407.316,387.92,4.761904762,19.396,9.4,2,1,2,6,1,37,379
182-69-8360,23.65,4,4.73,99.33,94.6,4.761904762,4.73,4.0,3,2,1,2,3,30,380
289-15-7034,82.33,4,16.466,345.786,329.32,4.761904762,16.466,7.5,1,1,2,4,3,11,381
462-78-5240,26.61,2,2.661,55.881,53.22,4.761904762,2.661,4.2,2,2,1,2,2,78,382
868-52-7573,99.69,5,24.9225,523.3725,498.45,4.761904762,24.9225,9.9,3,2,1,5,2,14,383
153-58-4872,74.89,4,14.978,314.538,299.56,4.761904762,14.978,4.2,2,1,1,5,1,60,384
662-72-2873,40.94,5,10.235,214.935,204.7,4.761904762,10.235,9.9,1,2,1,5,1,6,385
525-88-7307,75.82,1,3.791,79.611,75.82,4.761904762,3.791,5.8,3,1,2,4,2,31,386
689-16-9784,46.77,6,14.031,294.651,280.62,4.761904762,14.031,6.0,2,2,2,5,2,70,387
725-56-0833,32.32,10,16.16,339.36,323.2,4.761904762,16.16,10.0,1,2,1,1,3,51,388
394-41-0748,54.07,9,24.3315,510.9615,486.63,4.761904762,24.3315,9.5,2,1,1,6,1,27,389
596-42-3999,18.22,7,6.377,133.917,127.54,4.761904762,6.377,6.6,3,2,2,5,3,69,390
541-89-9860,80.48,3,12.072,253.512,241.44,4.761904762,12.072,8.1,2,1,1,6,2,46,391
173-82-9529,37.95,10,18.975,398.475,379.5,4.761904762,18.975,9.7,3,2,1,6,2,26,392
563-36-9814,76.82,1,3.841,80.661,76.82,4.761904762,3.841,7.2,1,1,2,2,1,44,393
308-47-4913,52.26,10,26.13,548.73,522.6,4.761904762,26.13,6.2,1,1,1,4,3,68,394
885-17-6250,79.74,1,3.987,83.727,79.74,4.761904762,3.987,7.3,1,2,1,1,1,65,395
726-27-2396,77.5,5,19.375,406.875,387.5,4.761904762,19.375,4.3,1,2,1,1,1,24,396
316-01-3952,54.27,5,13.5675,284.9175,271.35,4.761904762,13.5675,4.6,1,2,1,5,1,72,397
760-54-1821,13.59,9,6.1155,128.4255,122.31,4.761904762,6.1155,5.8,3,2,2,3,2,74,398
793-10-3222,41.06,6,12.318,258.678,246.36,4.761904762,12.318,8.3,3,1,1,1,3,64,399
346-12-3257,19.24,9,8.658,181.818,173.16,4.761904762,8.658,8.0,3,1,2,2,2,63,400
110-05-6330,39.43,6,11.829,248.409,236.58,4.761904762,11.829,9.4,2,2,1,5,3,84,401
651-61-0874,46.22,4,9.244,194.124,184.88,4.761904762,9.244,6.2,2,2,2,3,3,71,402
236-86-3015,13.98,1,0.699,14.679,13.98,4.761904762,0.699,9.8,2,1,2,3,1,35,403
831-64-0259,39.75,5,9.9375,208.6875,198.75,4.761904762,9.9375,9.6,3,2,1,6,1,53,404
587-03-7455,97.79,7,34.2265,718.7565,684.53,4.761904762,34.2265,4.9,2,1,1,6,1,47,405
882-40-4577,67.26,4,13.452,282.492,269.04,4.761904762,13.452,8.0,1,1,2,4,3,19,406
732-67-5346,13.79,5,3.4475,72.3975,68.95,4.761904762,3.4475,7.8,1,2,2,5,3,11,407
725-32-9708,68.71,4,13.742,288.582,274.84,4.761904762,13.742,4.1,3,1,1,6,2,4,408
256-08-8343,56.53,4,11.306,237.426,226.12,4.761904762,11.306,5.5,1,2,1,3,1,63,409
372-26-1506,23.82,5,5.955,125.055,119.1,4.761904762,5.955,5.4,2,2,1,6,1,28,410
244-08-0162,34.21,10,17.105,359.205,342.1,4.761904762,17.105,5.1,3,2,1,1,2,2,411
569-71-4390,21.87,2,2.187,45.927,43.74,4.761904762,2.187,6.9,3,2,2,4,1,25,412
132-23-6451,20.97,5,5.2425,110.0925,104.85,4.761904762,5.2425,7.8,1,1,2,1,2,4,413
696-90-2548,25.84,3,3.876,81.396,77.52,4.761904762,3.876,6.6,1,2,2,4,1,69,414
472-15-9636,50.93,8,20.372,427.812,407.44,4.761904762,20.372,9.2,1,2,2,3,1,81,415
268-03-6164,96.11,1,4.8055,100.9155,96.11,4.761904762,4.8055,7.8,3,2,2,1,1,25,416
750-57-9686,45.38,4,9.076,190.596,181.52,4.761904762,9.076,8.7,2,2,1,3,3,8,417
186-09-3669,81.51,1,4.0755,85.5855,81.51,4.761904762,4.0755,9.2,2,1,1,1,1,22,418
848-07-1692,57.22,2,5.722,120.162,114.44,4.761904762,5.722,8.3,3,2,1,1,1,12,419
745-71-3520,25.22,7,8.827,185.367,176.54,4.761904762,8.827,8.2,1,1,1,2,2,35,420
266-76-6436,38.6,3,5.79,121.59,115.8,4.761904762,5.79,7.5,2,1,1,5,1,87,421
740-22-2500,84.05,3,12.6075,264.7575,252.15,4.761904762,12.6075,9.8,2,2,1,2,2,23,422
271-88-8734,97.21,10,48.605,1020.705,972.1,4.761904762,48.605,8.7,2,1,1,6,3,39,423
301-81-8610,25.42,8,10.168,213.528,203.36,4.761904762,10.168,6.7,3,1,2,6,3,78,424
489-64-4354,16.28,1,0.814,17.094,16.28,4.761904762,0.814,5.0,2,2,2,6,2,68,425
198-84-7132,40.61,9,18.2745,383.7645,365.49,4.761904762,18.2745,7.0,3,1,2,6,2,2,426
269-10-8440,53.17,7,18.6095,390.7995,372.19,4.761904762,18.6095,8.9,1,1,2,1,2,21,427
650-98-6268,20.87,3,3.1305,65.7405,62.61,4.761904762,3.1305,8.0,3,1,1,5,3,79,428
741-73-3559,67.27,5,16.8175,353.1675,336.35,4.761904762,16.8175,6.9,3,2,2,4,2,58,429
325-77-6186,90.65,10,45.325,951.825,906.5,4.761904762,45.325,7.3,1,1,1,3,1,67,430
286-75-7818,69.08,2,6.908,145.068,138.16,4.761904762,6.908,6.9,3,2,2,6,3,31,431
574-57-9721,43.27,2,4.327,90.867,86.54,4.761904762,4.327,5.7,2,2,2,5,1,67,432
459-50-7686,23.46,6,7.038,147.798,140.76,4.761904762,7.038,6.4,1,2,1,2,1,13,433
616-87-0016,95.54,7,33.439,702.219,668.78,4.761904762,33.439,9.6,3,2,2,6,3,68,434
837-55-7229,47.44,1,2.372,49.812,47.44,4.761904762,2.372,6.8,3,2,1,6,3,53,435
751-69-0068,99.24,9,44.658,937.818,893.16,4.761904762,44.658,9.0,2,2,2,4,1,78,436
257-73-1380,82.93,4,16.586,348.306,331.72,4.761904762,16.586,9.6,2,1,2,4,1,20,437
345-08-4992,33.99,6,10.197,214.137,203.94,4.761904762,10.197,7.7,1,2,2,3,3,67,438
549-96-4200,17.04,4,3.408,71.568,68.16,4.761904762,3.408,7.0,2,1,2,5,1,67,439
810-60-6344,40.86,8,16.344,343.224,326.88,4.761904762,16.344,6.5,2,2,1,2,3,38,440
450-28-2866,17.44,5,4.36,91.56,87.2,4.761904762,4.36,8.1,2,1,2,5,2,15,441
394-30-3170,88.43,8,35.372,742.812,707.44,4.761904762,35.372,4.3,3,1,1,4,3,81,442
138-17-5109,89.21,9,40.1445,843.0345,802.89,4.761904762,40.1445,6.5,1,1,1,3,3,15,443
192-98-7397,12.78,1,0.639,13.419,12.78,4.761904762,0.639,9.5,2,2,2,6,1,8,444
301-11-9629,19.1,7,6.685,140.385,133.7,4.761904762,6.685,9.7,1,2,1,4,2,15,445
390-80-5128,19.15,1,0.9575,20.1075,19.15,4.761904762,0.9575,9.5,3,1,1,1,3,28,446
235-46-8343,27.66,10,13.83,290.43,276.6,4.761904762,13.83,8.9,2,1,2,5,3,45,447
453-12-7053,45.74,3,6.861,144.081,137.22,4.761904762,6.861,6.5,2,2,2,6,3,69,448
296-11-7041,27.07,1,1.3535,28.4235,27.07,4.761904762,1.3535,5.3,3,1,1,1,3,12,449
449-27-2918,39.12,1,1.956,41.076,39.12,4.761904762,1.956,9.6,3,1,1,4,3,85,450
891-01-7034,74.71,6,22.413,470.673,448.26,4.761904762,22.413,6.7,3,2,1,2,2,1,451
744-09-5786,22.01,6,6.603,138.663,132.06,4.761904762,6.603,7.6,3,2,2,2,2,2,452
727-17-0390,63.61,5,15.9025,333.9525,318.05,4.761904762,15.9025,4.8,1,2,1,5,1,75,453
568-88-3448,25.0,1,1.25,26.25,25.0,4.761904762,1.25,5.5,1,2,2,1,1,62,454
187-83-5490,20.77,4,4.154,87.234,83.08,4.761904762,4.154,4.7,1,1,2,2,2,31,455
767-54-1907,29.56,5,7.39,155.19,147.8,4.761904762,7.39,6.9,3,1,1,6,2,44,456
710-46-4433,77.4,9,34.83,731.43,696.6,4.761904762,34.83,4.5,3,1,1,5,3,46,457
533-33-5337,79.39,10,39.695,833.595,793.9,4.761904762,39.695,6.2,3,2,2,2,2,38,458
325-90-8763,46.57,10,23.285,488.985,465.7,4.761904762,23.285,7.6,2,1,1,2,2,27,459
729-46-7422,35.89,1,1.7945,37.6845,35.89,4.761904762,1.7945,7.9,2,2,2,5,3,54,460
639-76-1242,40.52,5,10.13,212.73,202.6,4.761904762,10.13,4.5,2,2,2,5,2,34,461
234-03-4040,73.05,10,36.525,767.025,730.5,4.761904762,36.525,8.7,3,1,1,5,3,62,462
326-71-2155,73.95,4,14.79,310.59,295.8,4.761904762,14.79,6.1,2,2,1,4,2,34,463
320-32-8842,22.62,1,1.131,23.751,22.62,4.761904762,1.131,6.4,2,1,1,5,2,76,464
470-32-9057,51.34,5,12.835,269.535,256.7,4.761904762,12.835,9.1,1,1,2,5,3,87,465
878-30-2331,54.55,10,27.275,572.775,545.5,4.761904762,27.275,7.1,2,1,1,4,3,61,466
440-59-5691,37.15,7,13.0025,273.0525,260.05,4.761904762,13.0025,7.7,2,1,1,1,3,39,467
554-53-3790,37.02,6,11.106,233.226,222.12,4.761904762,11.106,4.5,3,2,2,4,2,81,468
746-19-0921,21.58,1,1.079,22.659,21.58,4.761904762,1.079,7.2,2,2,2,5,1,40,469
233-34-0817,98.84,1,4.942,103.782,98.84,4.761904762,4.942,8.4,2,1,1,2,2,46,470
767-05-1286,83.77,6,25.131,527.751,502.62,4.761904762,25.131,5.4,2,1,1,3,1,23,471
340-21-9136,40.05,4,8.01,168.21,160.2,4.761904762,8.01,9.7,1,1,1,4,2,25,472
405-31-3305,43.13,10,21.565,452.865,431.3,4.761904762,21.565,5.5,1,1,2,6,3,33,473
731-59-7531,72.57,8,29.028,609.588,580.56,4.761904762,29.028,4.6,3,1,2,1,2,89,474
676-39-6028,64.44,5,16.11,338.31,322.2,4.761904762,16.11,6.6,1,1,1,2,2,89,475
502-05-1910,65.18,3,9.777,205.317,195.54,4.761904762,9.777,6.3,1,2,2,1,3,56,476
485-30-8700,33.26,5,8.315,174.615,166.3,4.761904762,8.315,4.2,1,2,1,4,3,77,477
598-47-9715,84.07,4,16.814,353.094,336.28,4.761904762,16.814,4.4,2,2,2,2,1,66,478
701-69-8742,34.37,10,17.185,360.885,343.7,4.761904762,17.185,6.7,3,2,2,4,1,75,479
575-67-1508,38.6,1,1.93,40.53,38.6,4.761904762,1.93,6.7,1,2,2,2,1,29,480
541-08-3113,65.97,8,26.388,554.148,527.76,4.761904762,26.388,8.4,2,2,2,5,2,33,481
246-11-3901,32.8,10,16.4,344.4,328.0,4.761904762,16.4,6.2,2,2,1,2,2,46,482
674-15-9296,37.14,5,9.285,194.985,185.7,4.761904762,9.285,5.0,1,2,2,4,1,8,483
305-18-3552,60.38,10,30.19,633.99,603.8,4.761904762,30.19,6.0,3,1,2,3,2,43,484
493-65-6248,36.98,10,18.49,388.29,369.8,4.761904762,18.49,7.0,2,1,1,4,3,1,485
438-01-4015,49.49,4,9.898,207.858,197.96,4.761904762,9.898,6.6,3,1,1,4,1,80,486
709-58-4068,41.09,10,20.545,431.445,410.9,4.761904762,20.545,7.3,3,2,1,6,2,59,487
795-49-7276,37.15,4,7.43,156.03,148.6,4.761904762,7.43,8.3,1,2,2,6,1,82,488
556-72-8512,22.96,1,1.148,24.108,22.96,4.761904762,1.148,4.3,2,2,2,3,2,30,489
627-95-3243,77.68,9,34.956,734.076,699.12,4.761904762,34.956,9.8,3,1,1,3,1,35,490
686-41-0932,34.7,2,3.47,72.87,69.4,4.761904762,3.47,8.2,3,2,1,6,1,72,491
510-09-5628,19.66,10,9.83,206.43,196.6,4.761904762,9.83,7.2,1,1,1,6,3,74,492
608-04-3797,25.32,8,10.128,212.688,202.56,4.761904762,10.128,8.7,3,1,1,1,1,64,493
148-82-2527,12.12,10,6.06,127.26,121.2,4.761904762,6.06,8.4,2,1,1,3,3,64,494
437-53-3084,99.89,2,9.989,209.769,199.78,4.761904762,9.989,7.1,3,2,2,6,1,57,495
632-32-4574,75.92,8,30.368,637.728,607.36,4.761904762,30.368,5.5,3,2,2,4,2,79,496
556-97-7101,63.22,2,6.322,132.762,126.44,4.761904762,6.322,8.5,2,2,1,2,2,1,497
862-59-8517,90.24,6,27.072,568.512,541.44,4.761904762,27.072,6.2,2,2,1,5,2,27,498
401-18-8016,98.13,1,4.9065,103.0365,98.13,4.761904762,4.9065,8.9,3,1,1,4,2,21,499
420-18-8989,51.52,8,20.608,432.768,412.16,4.761904762,20.608,9.6,1,1,1,4,2,33,500
277-63-2961,73.97,1,3.6985,77.6685,73.97,4.761904762,3.6985,5.4,3,1,2,4,3,34,501
573-98-8548,31.9,1,1.595,33.495,31.9,4.761904762,1.595,9.1,2,1,1,6,1,5,502
620-02-2046,69.4,2,6.94,145.74,138.8,4.761904762,6.94,9.0,2,2,2,3,1,27,503
282-35-2475,93.31,2,9.331,195.951,186.62,4.761904762,9.331,6.3,3,2,1,4,2,84,504
511-54-3087,88.45,1,4.4225,92.8725,88.45,4.761904762,4.4225,9.5,3,2,2,4,3,56,505
726-29-6793,24.18,8,9.672,203.112,193.44,4.761904762,9.672,9.8,1,1,2,2,1,28,506
387-49-4215,48.5,3,7.275,152.775,145.5,4.761904762,7.275,6.7,3,1,1,4,2,8,507
862-17-9201,84.05,6,25.215,529.515,504.3,4.761904762,25.215,7.7,3,2,1,5,3,29,508
291-21-5991,61.29,5,15.3225,321.7725,306.45,4.761904762,15.3225,7.0,3,1,2,1,2,88,509
602-80-9671,15.95,6,4.785,100.485,95.7,4.761904762,4.785,5.1,2,1,1,3,3,40,510
347-72-6115,90.74,7,31.759,666.939,635.18,4.761904762,31.759,6.2,3,1,1,4,3,16,511
209-61-0206,42.91,5,10.7275,225.2775,214.55,4.761904762,10.7275,6.1,1,2,1,3,1,5,512
595-27-4851,54.28,7,18.998,398.958,379.96,4.761904762,18.998,9.3,1,2,1,6,1,27,513
189-52-0236,99.55,7,34.8425,731.6925,696.85,4.761904762,34.8425,7.6,1,2,2,2,2,73,514
503-07-0930,58.39,7,20.4365,429.1665,408.73,4.761904762,20.4365,8.2,2,1,2,4,3,54,515
413-20-6708,51.47,1,2.5735,54.0435,51.47,4.761904762,2.5735,8.5,2,1,1,6,1,77,516
